,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
2911,6442,50.0,Travel_Frequently,1246.0,Human Resources,3.0,3.0,Medical,1.0,1.0,Male,99.0,3.0,5.0,Manager,2.0,Married,18200.0,7999.0,1.0
2912,6443,31.0,Non-Travel,325.0,Research & Development,5.0,3.0,Medical,1.0,2.0,Male,74.0,3.0,2.0,Manufacturing Director,1.0,Single,9936.0,3787.0,0.0
2913,6444,36.0,Travel_Rarely,852.0,Research & Development,5.0,4.0,Life Sciences,1.0,2.0,Female,82.0,2.0,1.0,Research Scientist,1.0,Married,3419.0,13072.0,9.0
2914,6445,36.0,Travel_Rarely,852.0,Research & Development,5.0,4.0,Life Sciences,1.0,2.0,Female,82.0,2.0,1.0,Research Scientist,1.0,Married,3419.0,13072.0,9.0
2915,6446,51.0,Travel_Rarely,1323.0,Research & Development,4.0,4.0,Life Sciences,1.0,1.0,Male,34.0,3.0,1.0,Research Scientist,3.0,Married,2461.0,10332.0,9.0
2916,6447,32.0,Travel_Rarely,529.0,Research & Development,2.0,3.0,Technical Degree,1.0,4.0,Male,78.0,3.0,1.0,Research Scientist,1.0,Single,2439.0,11288.0,1.0
2917,6448,32.0,Travel_Rarely,529.0,Research & Development,2.0,3.0,Technical Degree,1.0,4.0,Male,78.0,3.0,1.0,Research Scientist,1.0,Single,2439.0,11288.0,1.0
2918,6449,32.0,Travel_Rarely,529.0,Research & Development,2.0,3.0,Technical Degree,1.0,4.0,Male,78.0,3.0,1.0,Research Scientist,1.0,Single,2439.0,11288.0,1.0
2919,6450,42.0,Travel_Frequently,748.0,Research & Development,9.0,2.0,Medical,1.0,1.0,Female,74.0,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,16458.0,1.0
2920,6451,42.0,Travel_Frequently,748.0,Research & Development,9.0,2.0,Medical,1.0,1.0,Female,74.0,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,16458.0,1.0
2921,6452,42.0,Travel_Frequently,748.0,Research & Development,9.0,2.0,Medical,1.0,1.0,Female,74.0,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,16458.0,1.0
2922,6453,32.0,Non-Travel,1109.0,Research & Development,29.0,4.0,Medical,1.0,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0
2923,6454,32.0,Non-Travel,1109.0,Research & Development,29.0,4.0,Medical,1.0,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0
2924,6455,32.0,Non-Travel,1109.0,Research & Development,29.0,4.0,Medical,1.0,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0
2925,6456,40.0,Travel_Frequently,580.0,Sales,5.0,4.0,Life Sciences,1.0,4.0,Male,48.0,2.0,3.0,Sales Executive,1.0,Married,10475.0,23772.0,5.0
2926,6457,40.0,Travel_Frequently,580.0,Sales,5.0,4.0,Life Sciences,1.0,4.0,Male,48.0,2.0,3.0,Sales Executive,1.0,Married,10475.0,23772.0,5.0
2927,6458,40.0,Travel_Frequently,580.0,Sales,5.0,4.0,Life Sciences,1.0,4.0,Male,48.0,2.0,3.0,Sales Executive,1.0,Married,10475.0,23772.0,5.0
2928,6459,31.0,Travel_Rarely,746.0,Research & Development,8.0,4.0,Life Sciences,1.0,3.0,Female,61.0,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,20682.0,1.0
2929,6460,31.0,Travel_Rarely,746.0,Research & Development,8.0,4.0,Life Sciences,1.0,3.0,Female,61.0,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,20682.0,1.0
2930,6461,31.0,Travel_Rarely,746.0,Research & Development,8.0,4.0,Life Sciences,1.0,3.0,Female,61.0,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,20682.0,1.0
2931,6462,31.0,Travel_Frequently,703.0,Sales,2.0,3.0,Life Sciences,1.0,3.0,Female,90.0,2.0,1.0,Sales Representative,4.0,Single,2785.0,11882.0,7.0
2932,6463,5116.0,Travel_Rarely,1179.0,Sales,2.0,3.0,Medical,1.0,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Married,7847.0,6069.0,1.0
2933,6464,5116.0,Travel_Rarely,1179.0,Sales,2.0,3.0,Medical,1.0,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Married,7847.0,6069.0,1.0
2934,6465,27.0,Travel_Rarely,135.0,Research & Development,266645.0,4.0,Life Sciences,1.0,4.0,Female,51.0,3.0,1.0,Research Scientist,3.0,Single,2394.0,25681.0,1.0
2935,6466,35.0,Travel_Rarely,682.0,Sales,18.0,4.0,Medical,1.0,2.0,Male,71.0,3.0,2.0,Sales Executive,1.0,Married,5561.0,15975.0,0.0
2936,6467,35.0,Travel_Rarely,682.0,Sales,18.0,4.0,Medical,1.0,2.0,Male,71.0,3.0,2.0,Sales Executive,1.0,Married,5561.0,15975.0,0.0
2937,6468,35.0,Travel_Rarely,682.0,Sales,18.0,4.0,Medical,1.0,2.0,Male,71.0,3.0,2.0,Sales Executive,1.0,Married,5561.0,15975.0,0.0
2938,6469,21.0,Non-Travel,895.0,Sales,9.0,2.0,Medical,1.0,1.0,Male,39.0,3.0,1.0,Sales Representative,4.0,Single,2610.0,2851.0,1.0
2939,6470,21.0,Non-Travel,895.0,Sales,9.0,2.0,Medical,1.0,1.0,Male,39.0,3.0,1.0,Sales Representative,4.0,Single,2610.0,2851.0,1.0
2940,6471,21.0,Non-Travel,895.0,Sales,9.0,2.0,Medical,1.0,1.0,Male,39.0,3.0,1.0,Sales Representative,4.0,Single,2610.0,2851.0,1.0
2941,6472,49.0,Travel_Rarely,1245.0,Research & Development,18.0,4.0,Life Sciences,1.0,4.0,Male,58.0,2.0,5.0,Research Director,3.0,Divorced,19502.0,2125.0,1.0
2942,6473,47.0,Non-Travel,666.0,Research & Development,29.0,4.0,Life Sciences,1.0,1.0,Male,88.0,3.0,3.0,Manager,2.0,Married,11849.0,10268.0,1.0
2943,6474,47.0,Non-Travel,666.0,Research & Development,29.0,4.0,Life Sciences,1.0,1.0,Male,88.0,3.0,3.0,Manager,2.0,Married,11849.0,10268.0,1.0
2944,6475,45.0,Travel_Rarely,538.0,Research & Development,1.0,4.0,Technical Degree,1.0,1.0,Male,66.0,3.0,3.0,Healthcare Representative,2.0,Divorced,7441.0,20933.0,1.0
2945,6476,40.0,Travel_Frequently,1184.0,Sales,2.0,4.0,Medical,1.0,2.0,Male,62.0,3.0,2.0,Sales Executive,2.0,Married,4327.0,25440.0,5.0
2946,6477,31.0,Travel_Rarely,616.0,Research & Development,249717.0,3.0,Medical,1.0,4.0,Female,41.0,3.0,2.0,Healthcare Representative,4.0,Married,5855.0,17369.0,0.0
2947,6478,36.0,Travel_Rarely,429.0,Research & Development,2.0,4.0,Life Sciences,1.0,3.0,Female,53.0,3.0,2.0,Manufacturing Director,2.0,Single,5410.0,2323.0,9.0
2948,6479,34.0,Travel_Frequently,618.0,Research & Development,3.0,1.0,Life Sciences,1.0,1.0,Male,45.0,3.0,2.0,Healthcare Representative,4.0,Single,7756.0,22266.0,0.0
2949,6480,2667.0,Travel_Rarely,157.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Female,77.0,3.0,2.0,Manufacturing Director,1.0,Single,4440.0,25198.0,6.0
2950,6481,2667.0,Travel_Rarely,157.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Female,77.0,3.0,2.0,Manufacturing Director,1.0,Single,4440.0,25198.0,6.0
2951,6482,2667.0,Travel_Rarely,157.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Female,77.0,3.0,2.0,Manufacturing Director,1.0,Single,4440.0,25198.0,6.0
2952,6483,53.0,Travel_Rarely,1376.0,Sales,2.0,2.0,Medical,1.0,3.0,Male,45.0,3.0,4.0,Manager,3.0,Divorced,14852.0,13938.0,6.0
2953,6484,42.0,Travel_Rarely,462.0,Sales,14.0,2.0,Medical,1.0,3.0,Female,68.0,2.0,2.0,Sales Executive,3.0,Single,6244.0,7824.0,7.0
2954,6485,31.0,Non-Travel,979.0,Research & Development,1.0,4.0,Medical,1.0,3.0,Male,90.0,1.0,2.0,Manufacturing Director,3.0,Married,4345.0,4381.0,0.0
2955,6486,35.0,Travel_Frequently,662.0,Sales,18.0,4.0,Marketing,1.0,4.0,Female,67.0,3.0,2.0,Sales Executive,3.0,Married,4614.0,23288.0,0.0
2956,6487,8703.0,Non-Travel,906.0,Research & Development,5.0,2.0,Life Sciences,1.0,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,20293.0,6.0
2957,6488,19.0,Travel_Frequently,602.0,Sales,1.0,1.0,Technical Degree,1.0,3.0,Female,100.0,1.0,1.0,Sales Representative,1.0,Single,2325.0,20989.0,0.0
2958,6489,19.0,Travel_Frequently,602.0,Sales,1.0,1.0,Technical Degree,1.0,3.0,Female,100.0,1.0,1.0,Sales Representative,1.0,Single,2325.0,20989.0,0.0
2959,6490,19.0,Travel_Frequently,602.0,Sales,1.0,1.0,Technical Degree,1.0,3.0,Female,100.0,1.0,1.0,Sales Representative,1.0,Single,2325.0,20989.0,0.0
2960,6491,32.0,Travel_Rarely,117.0,Sales,13.0,4.0,Life Sciences,1.0,2.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,4403.0,9250.0,2.0
2961,6492,32.0,Travel_Rarely,117.0,Sales,13.0,4.0,Life Sciences,1.0,2.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,4403.0,9250.0,2.0
2962,6493,36.0,Travel_Rarely,885.0,Research & Development,16.0,4.0,Life Sciences,1.0,3.0,Female,43.0,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,8269.0,1.0
2963,6494,36.0,Travel_Rarely,885.0,Research & Development,16.0,4.0,Life Sciences,1.0,3.0,Female,43.0,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,8269.0,1.0
2964,6495,36.0,Travel_Rarely,885.0,Research & Development,16.0,4.0,Life Sciences,1.0,3.0,Female,43.0,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,8269.0,1.0
2965,6496,32.0,Non-Travel,300.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,61.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2314.0,9148.0,0.0
2966,6497,20.0,Travel_Rarely,1141.0,Sales,2.0,3.0,Medical,1.0,3.0,Female,31.0,3.0,1.0,Sales Representative,3.0,Single,2783.0,13251.0,1.0
2967,6498,52.0,Travel_Rarely,994.0,Research & Development,7.0,4.0,Life Sciences,1.0,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,15322.0,7.0
2968,6499,52.0,Travel_Rarely,994.0,Research & Development,7.0,4.0,Life Sciences,1.0,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,15322.0,7.0
2969,6500,35.0,Travel_Rarely,882.0,Sales,3.0,4.0,Life Sciences,1.0,4.0,Male,92.0,3.0,3.0,Sales Executive,4.0,Divorced,7823.0,6812.0,6.0
2970,6501,35.0,Travel_Rarely,882.0,Sales,3.0,4.0,Life Sciences,1.0,4.0,Male,92.0,3.0,3.0,Sales Executive,4.0,Divorced,7823.0,6812.0,6.0
2971,6502,30.0,Travel_Rarely,1465.0,Research & Development,1.0,3.0,Medical,1.0,4.0,Male,63.0,3.0,1.0,Research Scientist,2.0,Married,3579.0,9369.0,0.0
2972,6503,53.0,Non-Travel,661.0,Research & Development,1.0,4.0,Medical,1.0,1.0,Female,60.0,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,22308.0,4.0
2973,6504,53.0,Non-Travel,661.0,Research & Development,1.0,4.0,Medical,1.0,1.0,Female,60.0,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,22308.0,4.0
2974,6505,44.0,Travel_Rarely,170.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,78.0,4.0,2.0,Healthcare Representative,1.0,Married,5033.0,9364.0,2.0
2975,6506,44.0,Travel_Rarely,170.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,78.0,4.0,2.0,Healthcare Representative,1.0,Married,5033.0,9364.0,2.0
2976,6507,44.0,Travel_Rarely,170.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,78.0,4.0,2.0,Healthcare Representative,1.0,Married,5033.0,9364.0,2.0
2977,6508,41.0,Travel_Rarely,334.0,Sales,2.0,4.0,Life Sciences,1.0,4.0,Male,88.0,3.0,4.0,Manager,2.0,Single,16015.0,15896.0,1.0
2978,6509,41.0,Travel_Rarely,334.0,Sales,2.0,4.0,Life Sciences,1.0,4.0,Male,88.0,3.0,4.0,Manager,2.0,Single,16015.0,15896.0,1.0
2979,6510,33.0,Travel_Frequently,827.0,Research & Development,29.0,4.0,Medical,1.0,1.0,Female,54.0,2.0,2.0,Research Scientist,3.0,Single,4508.0,3129.0,1.0
2980,6511,33.0,Travel_Frequently,827.0,Research & Development,29.0,4.0,Medical,1.0,1.0,Female,54.0,2.0,2.0,Research Scientist,3.0,Single,4508.0,3129.0,1.0
2981,6512,32.0,Travel_Rarely,604.0,Sales,8.0,3.0,Medical,1.0,3.0,Male,56.0,4.0,2.0,Sales Executive,4.0,Married,6209.0,11693.0,1.0
2982,6513,42.0,Travel_Rarely,532.0,Research & Development,4.0,2.0,Technical Degree,1.0,3.0,Male,58.0,3.0,5.0,Manager,4.0,Married,19232.0,4933.0,1.0
2983,6514,42.0,Travel_Rarely,532.0,Research & Development,4.0,2.0,Technical Degree,1.0,3.0,Male,58.0,3.0,5.0,Manager,4.0,Married,19232.0,4933.0,1.0
2984,6515,1126.0,Travel_Rarely,906.0,Sales,7.0,3.0,Life Sciences,1.0,4.0,Male,91.0,2.0,2.0,Sales Executive,3.0,Married,5484.0,16985.0,1.0
2985,6516,50.0,Travel_Frequently,562.0,Sales,8.0,2.0,Technical Degree,1.0,2.0,Male,50.0,3.0,2.0,Sales Executive,3.0,Married,6796.0,23452.0,3.0
2986,6517,50.0,Travel_Frequently,562.0,Sales,8.0,2.0,Technical Degree,1.0,2.0,Male,50.0,3.0,2.0,Sales Executive,3.0,Married,6796.0,23452.0,3.0
2987,6518,37.0,Non-Travel,1413.0,Research & Development,5.0,2.0,Technical Degree,1.0,3.0,Male,84.0,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,25470.0,0.0
2988,6519,37.0,Non-Travel,1413.0,Research & Development,5.0,2.0,Technical Degree,1.0,3.0,Male,84.0,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,25470.0,0.0
2989,6520,37.0,Non-Travel,1413.0,Research & Development,5.0,2.0,Technical Degree,1.0,3.0,Male,84.0,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,25470.0,0.0
2990,6521,30.0,Travel_Rarely,946.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Female,52.0,2.0,2.0,Manufacturing Director,4.0,Single,6877.0,20234.0,5.0
2991,6522,30.0,Travel_Rarely,946.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Female,52.0,2.0,2.0,Manufacturing Director,4.0,Single,6877.0,20234.0,5.0
2992,6523,43.0,Travel_Rarely,990.0,Research & Development,27.0,3.0,Technical Degree,1.0,4.0,Male,87.0,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5855.0,5.0
2993,6524,43.0,Travel_Rarely,990.0,Research & Development,27.0,3.0,Technical Degree,1.0,4.0,Male,87.0,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5855.0,5.0
2994,6525,43.0,Travel_Rarely,990.0,Research & Development,27.0,3.0,Technical Degree,1.0,4.0,Male,87.0,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5855.0,5.0
2995,6526,45.0,Non-Travel,805.0,Research & Development,4.0,2.0,Life Sciences,1.0,3.0,Male,57.0,3.0,2.0,Laboratory Technician,2.0,Married,4447.0,23163.0,1.0
2996,6527,26.0,Travel_Rarely,933.0,Sales,167566.0,3.0,Life Sciences,1.0,3.0,Male,57.0,3.0,2.0,Sales Executive,3.0,Married,5296.0,20156.0,1.0
2997,6528,26.0,Travel_Rarely,933.0,Sales,167566.0,3.0,Life Sciences,1.0,3.0,Male,57.0,3.0,2.0,Sales Executive,3.0,Married,5296.0,20156.0,1.0
2998,6529,26.0,Travel_Rarely,933.0,Sales,167566.0,3.0,Life Sciences,1.0,3.0,Male,57.0,3.0,2.0,Sales Executive,3.0,Married,5296.0,20156.0,1.0
2999,6530,29.0,Travel_Rarely,1090.0,Sales,138023.0,3.0,Marketing,1.0,4.0,Male,83.0,3.0,1.0,Sales Representative,2.0,Divorced,2297.0,17967.0,1.0
3000,6531,25.0,Travel_Frequently,599.0,Sales,24.0,1.0,Life Sciences,1.0,3.0,Male,73.0,1.0,1.0,Sales Representative,4.0,Single,1118.0,8040.0,1.0
3001,6532,25.0,Travel_Frequently,599.0,Sales,24.0,1.0,Life Sciences,1.0,3.0,Male,73.0,1.0,1.0,Sales Representative,4.0,Single,1118.0,8040.0,1.0
3002,6533,25.0,Travel_Frequently,599.0,Sales,24.0,1.0,Life Sciences,1.0,3.0,Male,73.0,1.0,1.0,Sales Representative,4.0,Single,1118.0,8040.0,1.0
3003,6534,52.0,Travel_Frequently,322.0,Research & Development,553235.0,2.0,Medical,1.0,4.0,Female,59.0,4.0,4.0,Manufacturing Director,3.0,Married,13247.0,9731.0,2.0
3004,6535,52.0,Travel_Frequently,322.0,Research & Development,553235.0,2.0,Medical,1.0,4.0,Female,59.0,4.0,4.0,Manufacturing Director,3.0,Married,13247.0,9731.0,2.0
3005,6536,52.0,Travel_Frequently,322.0,Research & Development,553235.0,2.0,Medical,1.0,4.0,Female,59.0,4.0,4.0,Manufacturing Director,3.0,Married,13247.0,9731.0,2.0
3006,6537,38.0,Travel_Rarely,903.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,81.0,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,7653.0,4.0
3007,6538,38.0,Travel_Rarely,903.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,81.0,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,7653.0,4.0
3008,6539,38.0,Travel_Rarely,903.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,81.0,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,7653.0,4.0
3009,6540,34.0,Travel_Frequently,648.0,Human Resources,11.0,3.0,Life Sciences,1.0,3.0,Male,56.0,2.0,2.0,Human Resources,2.0,Married,4490.0,21833.0,4.0
3010,6541,34.0,Travel_Frequently,648.0,Human Resources,11.0,3.0,Life Sciences,1.0,3.0,Male,56.0,2.0,2.0,Human Resources,2.0,Married,4490.0,21833.0,4.0
3011,6542,32.0,Travel_Rarely,929.0,Sales,10.0,3.0,Marketing,1.0,4.0,Male,55.0,3.0,2.0,Sales Executive,4.0,Single,5396.0,21703.0,1.0
3012,6543,32.0,Travel_Rarely,929.0,Sales,10.0,3.0,Marketing,1.0,4.0,Male,55.0,3.0,2.0,Sales Executive,4.0,Single,5396.0,21703.0,1.0
3013,6544,27.0,Non-Travel,1450.0,Research & Development,3.0,3.0,Medical,1.0,3.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Divorced,2566.0,25326.0,1.0
3014,6545,27.0,Non-Travel,1450.0,Research & Development,3.0,3.0,Medical,1.0,3.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Divorced,2566.0,25326.0,1.0
3015,6546,51.0,Travel_Rarely,432.0,Research & Development,9.0,4.0,Life Sciences,1.0,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,3.0
3016,6547,50.0,Travel_Rarely,797.0,Research & Development,4.0,1.0,Life Sciences,1.0,1.0,Male,96.0,3.0,5.0,Research Director,2.0,Divorced,19144.0,15815.0,3.0
3017,6548,38.0,Travel_Rarely,364.0,Research & Development,3.0,5.0,Technical Degree,1.0,4.0,Female,32.0,3.0,2.0,Research Scientist,3.0,Single,4317.0,2302.0,3.0
3018,6549,38.0,Travel_Rarely,364.0,Research & Development,3.0,5.0,Technical Degree,1.0,4.0,Female,32.0,3.0,2.0,Research Scientist,3.0,Single,4317.0,2302.0,3.0
3019,6550,31.0,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,17536.0,1.0
3020,6551,31.0,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,17536.0,1.0
3021,6552,31.0,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,17536.0,1.0
3022,6553,41.0,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0
3023,6554,41.0,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0
3024,6555,41.0,Travel_Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0
3025,6556,27.0,Travel_Rarely,1354.0,Research & Development,2.0,4.0,Technical Degree,1.0,2.0,Male,41.0,3.0,1.0,Research Scientist,2.0,Married,2226.0,6073.0,1.0
3026,6557,9612.0,Travel_Frequently,880.0,Sales,12.0,4.0,Other,1.0,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,10414.0,3.0
3027,6558,9612.0,Travel_Frequently,880.0,Sales,12.0,4.0,Other,1.0,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,10414.0,3.0
3028,6559,9612.0,Travel_Frequently,880.0,Sales,12.0,4.0,Other,1.0,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,10414.0,3.0
3029,6560,33.0,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,10697.0,8.0
3030,6561,33.0,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,10697.0,8.0
3031,6562,33.0,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,10697.0,8.0
3032,6563,38.0,Travel_Rarely,362.0,Research & Development,123628.0,1.0,Life Sciences,1.0,3.0,Female,43.0,3.0,1.0,Research Scientist,1.0,Single,2619.0,14561.0,3.0
3033,6564,38.0,Travel_Rarely,362.0,Research & Development,123628.0,1.0,Life Sciences,1.0,3.0,Female,43.0,3.0,1.0,Research Scientist,1.0,Single,2619.0,14561.0,3.0
3034,6565,34.0,Travel_Rarely,1333.0,Sales,10.0,4.0,Life Sciences,1.0,3.0,Female,87.0,3.0,1.0,Sales Representative,3.0,Married,2220.0,18410.0,1.0
3035,6566,18.0,Non-Travel,287.0,Research & Development,5.0,2.0,Life Sciences,1.0,2.0,Male,73.0,3.0,1.0,Research Scientist,4.0,Single,1051.0,13493.0,1.0
3036,6567,48.0,Travel_Rarely,817.0,Sales,2.0,1.0,Marketing,1.0,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0
3037,6568,48.0,Travel_Rarely,817.0,Sales,2.0,1.0,Marketing,1.0,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0
3038,6569,48.0,Travel_Rarely,817.0,Sales,2.0,1.0,Marketing,1.0,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0
3039,6570,46.0,Non-Travel,849.0,Sales,26.0,2.0,Life Sciences,1.0,2.0,Male,98.0,2.0,2.0,Sales Executive,2.0,Single,7991.0,25166.0,8.0
3040,6571,30.0,Travel_Rarely,634.0,Research & Development,17.0,4.0,Medical,1.0,2.0,Female,95.0,3.0,3.0,Manager,1.0,Married,11916.0,25927.0,1.0
3041,6572,30.0,Travel_Rarely,634.0,Research & Development,17.0,4.0,Medical,1.0,2.0,Female,95.0,3.0,3.0,Manager,1.0,Married,11916.0,25927.0,1.0
3042,6573,34.0,Non-Travel,697.0,Research & Development,102637.0,4.0,Life Sciences,1.0,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0
3043,6574,34.0,Non-Travel,697.0,Research & Development,102637.0,4.0,Life Sciences,1.0,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0
3044,6575,34.0,Non-Travel,697.0,Research & Development,102637.0,4.0,Life Sciences,1.0,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0
3045,6576,45.0,Travel_Rarely,1005.0,Research & Development,381469.0,2.0,Technical Degree,1.0,4.0,Female,48.0,2.0,4.0,Research Director,2.0,Single,16704.0,17119.0,1.0
3046,6577,45.0,Travel_Rarely,1005.0,Research & Development,381469.0,2.0,Technical Degree,1.0,4.0,Female,48.0,2.0,4.0,Research Director,2.0,Single,16704.0,17119.0,1.0
3047,6578,37.0,Travel_Rarely,1107.0,Research & Development,14.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,26914.0,1.0
3048,6579,37.0,Travel_Rarely,1107.0,Research & Development,14.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,26914.0,1.0
3049,6580,37.0,Travel_Rarely,1107.0,Research & Development,14.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,26914.0,1.0
3050,6581,7845.0,Travel_Rarely,890.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,3.0,Single,4382.0,16374.0,6.0
3051,6582,7845.0,Travel_Rarely,890.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,3.0,Single,4382.0,16374.0,6.0
3052,6583,6998.0,Non-Travel,990.0,Research & Development,7.0,3.0,Technical Degree,1.0,3.0,Male,64.0,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,7152.0,1.0
3053,6584,6998.0,Non-Travel,990.0,Research & Development,7.0,3.0,Technical Degree,1.0,3.0,Male,64.0,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,7152.0,1.0
3054,6585,6998.0,Non-Travel,990.0,Research & Development,7.0,3.0,Technical Degree,1.0,3.0,Male,64.0,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,7152.0,1.0
3055,6586,37.0,Travel_Rarely,161.0,Research & Development,10.0,3.0,Life Sciences,1.0,3.0,Female,42.0,4.0,3.0,Research Director,4.0,Married,13744.0,15471.0,1.0
3056,6587,37.0,Travel_Rarely,161.0,Research & Development,10.0,3.0,Life Sciences,1.0,3.0,Female,42.0,4.0,3.0,Research Director,4.0,Married,13744.0,15471.0,1.0
3057,6588,31.0,Travel_Rarely,691.0,Sales,7.0,3.0,Marketing,1.0,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,7547.0,7143.0,4.0
